,Termination_Status,predicted,match,Termination_Status,employee_id,location_tier,location_cost,location_reporting,restated_LOB,tenure,age,qc_non_qc,is_people_manager,job_family_group,gender,management_level_category,management_chain_level_employee,Job_level,is_DQC,Stock_Eligible,remote_location,Plan_Category,compensation_usd,competitive_base_pay_market_position,competitive_total_target_cash_market_position,base_pay_compa_ratio,total_target_cash_compa_ratio,Time_in_Job_Profile,bonus_eligible,promotion_count_rolling_2_years,transfer_count_rolling_2_years,change_job_type_count_rolling_2_years,time_since_last_promotion_in_years,time_since_last_transfer_in_years,time_since_last_change_job_type_in_years,Change_in_Individual_management_level,Change_in_job_level,current_vs_average_compensation_job_level,current_vs_average_tenure_job_level,current_vs_average_tenure,%_Abover_or_Below_Average_Compensation_job_level,%_Abover_or_Below_Average_Tenure_job_level,%_Abover_or_Below_Average_Tenure_Company,termination_date
6410,No,No,True,No,39186,Tier 2,High-Cost,Chalfont,Sales & Services,1.67,40,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,No,No,Comission Plan,160563.21,4,4,1.125,1.125,1.084188,Yes,0,1,1,1.67,1.08,1.5,No,No,Higher than average,Lower than average,Lower than average,26.14,-61.17,-61.25,
6411,No,No,True,No,20248,Tier 1,Low-Cost,Bangalore,Customer Experience,2.92,39,NON QC,Yes,Services,Male,People Manager,4,M3,No,Yes,No,VCIP Plan,48242.62,3,3,1.011,1.011,0.835044,Yes,1,0,5,0.835616,3.67,0.57,No,No,Higher than average,Lower than average,Lower than average,8.01,-40.29,-32.24,
6412,No,No,True,No,12514,Tier 1,High-Cost,Fort Lauderdale,Marketing,9.75,49,NON QC,Yes,Marketing,Female,Director,7,M6,Unknown,Yes,No,VCIP Plan,268926.36,3,3,0.998,0.987,2.335386,Yes,0,0,0,4.838356,9.75,9.75,No,No,Higher than average,Lower than average,Higher than average,0.0,-15.37,126.26,
6413,No,No,True,No,15967,All Others,High-Cost,All Other EMEA,Customer Experience,8.5,41,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,No,Incentive Plan,67012.27,3,3,0.935,0.935,1.50308,Yes,0,0,3,3.835616,8.5,0.59,No,No,Lower than average,Higher than average,Higher than average,-28.06,66.63,97.25,
6414,No,No,True,No,38335,Tier 1,Low-Cost,Bangalore,Engineering,1.5,23,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC1,Unknown,No,No,No Bonus Plan,16570.87,3,3,0.942,0.942,1.587953,No,0,0,0,1.5,1.5,1.5,No,No,Higher than average,Higher than average,Lower than average,0.5,26.02,-65.19,
6415,No,No,True,No,41037,Tier 2,Low-Cost,Costa Rica,Engineering,0.58,32,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,34860.0,4,4,1.159,1.159,0.125941,No,0,0,1,0.58,0.58,0.13,No,No,Lower than average,Higher than average,Lower than average,-4.11,78.46,-86.54,
6416,No,No,True,No,23079,Tier 1,High-Cost,Raleigh,Customer Experience,5.67,33,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC3,No,Yes,No,No Bonus Plan,97970.96,3,3,1.026,1.026,2.168377,No,0,0,1,2.336986,5.67,0.72,No,No,Higher than average,Higher than average,Higher than average,12.85,42.36,31.58,
6417,No,No,True,No,12009,Tier 1,Low-Cost,Bangalore,Engineering,9.92,34,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,31438.98,3,3,0.978,0.968,2.833675,Yes,0,0,1,2.835616,9.92,1.22,No,No,Higher than average,Higher than average,Higher than average,0.42,162.93,130.21,
6418,No,No,True,No,14306,Tier 1,Low-Cost,Bangalore,Engineering,9.08,39,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC3,Unknown,Yes,No,VCIP Plan,44647.45,4,4,1.111,1.111,2.335386,Yes,0,0,0,2.336986,9.08,9.08,No,No,Higher than average,Higher than average,Higher than average,42.61,140.66,110.71,
6419,No,No,True,No,32447,Tier 2,Low-Cost,Nanjing,Customer Experience,4.5,37,NON QC,No,Services,Male,Individual Contributor/Support,3,IC4,No,Yes,No,No Bonus Plan,37439.3,1,1,0.768,0.768,1.336071,No,1,0,0,1.336986,4.5,4.5,No,Yes,Lower than average,Lower than average,Higher than average,-9.89,-10.47,4.43,
6420,No,No,True,No,41733,Tier 1,Low-Cost,Bangalore,Engineering,0.25,37,NON QC,Yes,Engineering,Male,People Manager,6,M4,Unknown,No,No,VCIP Plan,85577.25,2,2,0.882,0.821,0.25462,Yes,0,0,0,0.25,0.25,0.25,No,No,Higher than average,Lower than average,Lower than average,1.38,-96.37,-94.2,
6421,No,Yes,False,No,42049,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,0.02,32,NON QC,No,Services,Female,Individual Contributor/Support,4,SU2,No,No,No,No Bonus Plan,39728.0,4,4,1.105,1.105,0.016427,No,0,0,0,0.02,0.02,0.02,No,No,Higher than average,Lower than average,Lower than average,0.0,-87.69,-99.54,
6422,No,No,True,No,40701,Tier 1,Low-Cost,Bangalore,Customer Experience,0.75,27,NON QC,No,Services,Male,Individual Contributor/Support,3,IC2,No,No,No,No Bonus Plan,10282.8,1,1,0.788,0.788,0.821355,No,0,0,1,0.75,0.75,0.79,No,No,Lower than average,Lower than average,Lower than average,-19.49,-66.26,-82.6,
6423,No,No,True,No,41246,Tier 1,High-Cost,Fort Lauderdale,Finance,0.5,31,NON QC,No,Finance,Female,Individual Contributor/Support,4,IC3,Unknown,No,No,No Bonus Plan,100000.0,3,3,1.067,1.067,0.553045,No,0,0,1,0.5,0.5,0.55,No,No,Higher than average,Lower than average,Lower than average,12.81,-89.53,-88.4,
6424,No,No,True,No,21150,Tier 1,High-Cost,Fort Lauderdale,HR,6.42,33,NON QC,No,Human Resources,Female,Individual Contributor/Support,6,IC4,Unknown,Yes,No,No Bonus Plan,106361.33,2,2,0.866,0.802,0.835044,No,1,0,0,0.835616,3.08,3.5,No,Yes,Lower than average,Higher than average,Higher than average,-14.86,66.98,48.98,
6425,No,Yes,False,No,35516,Tier 1,Low-Cost,Bangalore,Customer Experience,3.5,30,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,14384.18,1,1,0.783,0.783,1.336071,No,1,0,0,1.336986,3.5,2.1,No,Yes,Lower than average,Higher than average,Lower than average,-24.34,28.34,-18.78,
6426,No,No,True,No,23518,All Others,High-Cost,Remote AMS,Sales & Services,5.5,53,QC,No,Sales,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,Comission Plan,264673.46,3,3,0.933,0.985,2.335386,Yes,0,0,0,5.5,5.5,4.08,No,No,Higher than average,Higher than average,Higher than average,19.76,46.05,27.63,
6427,No,No,True,No,6078,All Others,High-Cost,All Other EMEA,Sales & Services,14.5,59,NON QC,No,General & Administration,Female,Individual Contributor/Support,7,IC3,No,Yes,No,No Bonus Plan,167947.1,4,4,1.184,1.184,2.335386,No,0,0,0,7.254794,14.5,14.5,No,No,Higher than average,Higher than average,Higher than average,35.62,218.87,236.49,
6428,Yes,No,False,Yes,37201,Tier 1,High-Cost,Raleigh,Sales & Services,2.33,31,QC,No,Sales,Male,Individual Contributor/Support,4,IC1,Yes,Yes,No,Comission Plan,112912.8,2,3,0.851,0.98,0.835044,Yes,1,1,1,0.676712,1.43,1.84,Yes,Yes,Higher than average,Higher than average,Lower than average,59.77,46.57,-45.93,2020-12-04
6429,No,No,True,No,33258,Tier 2,Low-Cost,Nanjing,Engineering,4.5,30,NON QC,No,Engineering,Female,Individual Contributor/Support,3,IC3,Unknown,Yes,No,No Bonus Plan,33117.35,1,1,0.733,0.7,0.835044,No,1,0,1,0.835616,4.5,0.25,No,No,Lower than average,Higher than average,Higher than average,-19.17,14.0,4.43,
6430,No,No,True,No,36596,All Others,High-Cost,All Other EMEA,Customer Experience,2.75,40,NON QC,No,Services,Male,Individual Contributor/Support,5,IC4,No,Yes,No,No Bonus Plan,84975.05,5,4,1.239,1.147,0.334017,No,1,0,1,0.33,2.75,1.25,No,Yes,Lower than average,Lower than average,Lower than average,-8.78,-46.09,-36.18,
6431,No,Yes,False,No,10103,Tier 2,High-Cost,Alpharetta,Engineering,11.17,49,NON QC,No,Engineering,Male,Individual Contributor/Support,7,IC4,Unknown,Yes,No,VCIP Plan,172904.92,3,2,0.914,0.876,2.836413,Yes,0,0,1,2.838356,11.17,0.83,No,No,Higher than average,Higher than average,Higher than average,0.0,0.0,159.21,
6432,No,No,True,No,14502,Tier 1,High-Cost,Raleigh,Engineering,2.33,35,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,180085.99,3,3,0.952,0.913,1.336071,Yes,1,0,0,1.336986,2.33,2.33,No,Yes,Higher than average,Lower than average,Lower than average,26.08,-4.74,-45.93,
6433,No,No,True,No,37010,Tier 1,High-Cost,Fort Lauderdale,Engineering,2.58,38,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,123158.52,3,2,0.919,0.838,2.335386,No,0,1,2,2.58,0.21,0.2,No,No,Lower than average,Lower than average,Lower than average,-3.89,-50.63,-40.13,
6434,No,No,True,No,37919,All Others,High-Cost,Remote EMEA,Customer Experience,2.0,52,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,No,Yes,VCIP Plan,134825.24,4,3,1.104,1.091,0.167008,Yes,0,0,2,2.0,2.0,0.17,No,No,Higher than average,Lower than average,Lower than average,26.92,-60.17,-53.59,
6435,No,No,True,No,4275,Tier 1,High-Cost,Fort Lauderdale,Marketing,16.17,43,NON QC,Yes,Marketing,Female,Executive,8,E1,Unknown,Yes,No,VCIP Plan,325500.0,2,2,0.854,0.888,0.416153,Yes,1,0,0,0.416438,16.17,3.98,Yes,Yes,Lower than average,Lower than average,Higher than average,-6.79,-12.47,275.25,
6436,No,No,True,No,39706,Tier 2,High-Cost,Dublin,Operations,1.5,25,NON QC,No,Operations,Male,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,50391.6,3,3,0.934,0.934,1.50308,No,0,0,2,1.5,1.5,1.5,No,Yes,Lower than average,Higher than average,Lower than average,-38.31,10.08,-65.19,
6437,No,No,True,No,38193,All Others,High-Cost,All Other EMEA,Engineering,2.17,36,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC2,Unknown,Yes,No,No Bonus Plan,27458.07,2,1,0.801,0.739,0.835044,No,1,0,4,0.835616,2.17,0.83,No,No,Lower than average,Lower than average,Lower than average,-39.69,-18.72,-49.64,
6438,No,No,True,No,32750,Tier 1,Low-Cost,Bangalore,Customer Experience,4.67,43,NON QC,No,Business Operations,Male,Individual Contributor/Support,4,IC5,No,Yes,No,VCIP Plan,44732.94,3,3,1.065,1.065,2.335386,Yes,0,0,2,4.67,4.67,1.08,No,No,Higher than average,Lower than average,Higher than average,7.69,-21.68,8.37,
6439,No,No,True,No,40525,Tier 1,High-Cost,Raleigh,Operations,0.83,44,NON QC,Yes,Information Technology,Female,Executive,7,E1,Unknown,No,No,VCIP Plan,294000.0,2,2,0.829,0.829,0.87885,Yes,0,0,0,0.83,0.83,0.83,No,No,Lower than average,Lower than average,Lower than average,-11.47,-80.47,-80.74,
6440,No,Yes,False,No,20532,All Others,High-Cost,Remote AMS,Sales & Services,6.58,44,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,Yes,Comission Plan,187527.08,3,4,1.092,1.172,2.335386,Yes,0,0,0,6.58,6.58,6.58,No,No,Higher than average,Higher than average,Higher than average,7.52,127.52,52.7,
6441,No,No,True,No,20741,Tier 1,High-Cost,Fort Lauderdale,Sales & Services,6.5,28,NON QC,No,Business Operations,Female,Individual Contributor/Support,5,IC4,No,Yes,No,VCIP Plan,136080.0,2,2,0.86,0.888,0.752908,Yes,2,0,2,0.75,6.5,1.08,No,Yes,Higher than average,Higher than average,Higher than average,1.87,3.3,50.84,
6442,No,No,True,No,36016,Tier 2,High-Cost,Chalfont,Sales & Services,3.0,29,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,Yes,Yes,No,Comission Plan,144473.18,2,2,0.843,0.843,0.334017,Yes,1,0,1,0.33,3.0,0.78,No,Yes,Higher than average,Lower than average,Lower than average,13.5,-30.25,-30.38,
6443,No,No,True,No,32480,Tier 1,Low-Cost,Bangalore,Engineering,4.5,27,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,34215.21,2,2,0.851,0.851,0.835044,Yes,1,0,0,0.835616,4.5,3.25,No,No,Higher than average,Higher than average,Higher than average,9.29,19.27,4.43,
6444,No,No,True,No,31258,Tier 1,High-Cost,Fort Lauderdale,Marketing,5.25,62,NON QC,No,Marketing,Female,Individual Contributor/Support,6,IC4,Unknown,Yes,No,VCIP Plan,191800.7,4,4,1.162,1.162,2.335386,Yes,0,0,3,5.25,5.25,1.5,No,No,Higher than average,Lower than average,Higher than average,29.96,-24.47,21.83,
6445,No,No,True,No,15424,All Others,High-Cost,Remote EMEA,Sales & Services,8.58,48,NON QC,No,Product,Male,Individual Contributor/Support,4,IC4,No,Yes,Yes,VCIP Plan,119993.96,5,5,1.419,1.399,1.415468,Yes,1,0,0,1.416438,8.58,3.84,No,No,Lower than average,Higher than average,Higher than average,-28.9,63.26,99.11,
6446,No,No,True,No,40891,Tier 2,Low-Cost,Costa Rica,Customer Experience,0.67,25,NON QC,No,Services,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,23904.0,3,3,1.041,1.041,0.6872,No,0,0,1,0.67,0.67,0.67,No,No,Lower than average,Lower than average,Lower than average,-7.64,-59.01,-84.45,
6447,No,No,True,No,32497,Tier 1,High-Cost,Raleigh,Customer Experience,4.67,28,NON QC,No,Services,Male,Individual Contributor/Support,3,IC2,No,Yes,No,No Bonus Plan,49874.98,2,2,0.867,0.867,0.835044,No,1,0,2,0.835616,4.67,1.17,No,Yes,Lower than average,Higher than average,Higher than average,-25.96,43.68,8.37,
6448,No,No,True,No,41409,Tier 1,Low-Cost,Bangalore,Operations,0.5,36,NON QC,Yes,Information Technology,Male,People Manager,5,M2,Unknown,No,No,No Bonus Plan,32742.6,3,3,0.902,0.902,0.150581,No,0,0,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,1.23,-89.34,-88.4,
6449,No,Yes,False,No,37037,Tier 1,High-Cost,Raleigh,Customer Experience,2.5,28,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC2,No,Yes,No,No Bonus Plan,82000.0,3,3,1.004,1.004,0.544832,No,0,1,1,2.5,1.84,0.55,No,No,Higher than average,Lower than average,Lower than average,21.73,-23.09,-41.98,
6450,No,Yes,False,No,35167,Tier 2,High-Cost,Dublin,Sales & Services,3.67,36,QC,No,Sales,Male,Individual Contributor/Support,4,IC2,No,Yes,No,Comission Plan,86782.9,3,3,0.906,0.906,1.754962,Yes,0,1,1,3.67,1.76,2.08,No,Yes,Higher than average,Higher than average,Lower than average,29.75,79.87,-14.83,
6451,No,No,True,No,8770,All Others,High-Cost,All Other EMEA,Marketing,12.75,40,NON QC,Yes,Marketing,Male,People Manager,6,M4,Unknown,Yes,No,VCIP Plan,313181.37,5,5,1.216,1.245,2.833675,Yes,0,0,1,7.172602,12.75,1.5,No,No,Higher than average,Higher than average,Higher than average,56.78,6.52,195.88,
6452,No,No,True,No,41231,Tier 1,High-Cost,Raleigh,Sales & Services,0.5,30,QC,No,Sales,Male,Individual Contributor/Support,3,SU2,Yes,No,No,Comission Plan,70000.0,1,3,0.662,0.98,0.553045,Yes,0,0,0,0.5,0.5,0.5,No,No,Higher than average,Lower than average,Lower than average,0.29,-66.49,-88.4,
6453,No,Yes,False,No,40727,Tier 1,High-Cost,Raleigh,Customer Experience,0.75,25,NON QC,No,Services,Female,Individual Contributor/Support,3,IC1,No,No,No,No Bonus Plan,43000.0,3,3,0.992,0.94,0.76386,No,0,0,0,0.75,0.75,0.75,No,No,Lower than average,Lower than average,Lower than average,-3.69,-71.64,-82.6,
6454,No,No,True,No,19140,Tier 1,High-Cost,Fort Lauderdale,Operations,7.25,44,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,163850.49,2,2,0.867,0.83,3.334702,Yes,0,0,0,3.336986,7.25,7.25,No,Yes,Higher than average,Higher than average,Higher than average,18.07,6.93,68.25,
6455,No,No,True,No,5887,Tier 2,High-Cost,Cambridge,Engineering,14.67,54,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,152589.56,3,2,0.909,0.815,2.335386,Yes,0,1,1,4.838356,0.72,1.78,No,No,Higher than average,Higher than average,Higher than average,12.05,24.77,240.44,
6456,No,No,True,No,37708,Tier 1,High-Cost,Fort Lauderdale,Customer Experience,2.33,30,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,74677.11,3,3,1.037,1.037,0.334017,No,1,0,0,0.33,2.33,2.33,No,Yes,Lower than average,Lower than average,Lower than average,-20.37,-64.83,-45.93,
6457,No,Yes,False,No,39194,Tier 1,Low-Cost,Bangalore,Customer Experience,1.75,28,NON QC,No,Services,Female,Individual Contributor/Support,3,IC2,No,No,No,No Bonus Plan,12011.72,3,3,0.921,0.921,1.809719,No,0,0,1,1.75,1.75,0.83,No,No,Lower than average,Lower than average,Lower than average,-5.95,-21.27,-59.39,
6458,No,No,True,No,1423,Tier 1,High-Cost,Fort Lauderdale,Marketing,20.67,44,NON QC,Yes,Marketing,Male,People Manager,6,M4,Unknown,Yes,No,VCIP Plan,218500.0,4,3,1.124,1.066,0.5859,Yes,1,1,0,0.586301,0.45,2.59,No,No,Higher than average,Higher than average,Higher than average,21.19,78.34,379.67,
6459,No,No,True,No,32500,Tier 1,High-Cost,Fort Lauderdale,Operations,4.58,39,NON QC,No,Information Technology,Male,Individual Contributor/Support,4,IC5,Unknown,Yes,No,VCIP Plan,142848.41,2,2,0.851,0.836,0.72553,Yes,0,0,2,4.58,4.58,0.73,No,No,Lower than average,Lower than average,Higher than average,-12.98,-55.45,6.28,
6460,No,No,True,No,32359,Tier 2,High-Cost,Chalfont,Sales & Services,4.75,49,QC,No,Sales,Male,Individual Contributor/Support,5,IC5,Yes,Yes,No,Comission Plan,258033.3,3,3,0.991,0.991,1.336071,Yes,1,0,2,1.336986,4.75,1.56,No,Yes,Higher than average,Higher than average,Higher than average,32.98,1.06,10.23,
6461,No,No,True,No,40254,Tier 1,Low-Cost,Bangalore,Engineering,1.0,46,NON QC,Yes,Engineering,Male,Director,5,M5,Unknown,No,No,VCIP Plan,121770.0,2,2,0.882,0.894,1.070499,Yes,0,0,0,1.0,1.0,1.0,No,No,Lower than average,Lower than average,Lower than average,-0.5,-89.06,-76.79,
6462,No,No,True,No,38557,Tier 1,Low-Cost,Bangalore,Engineering,2.08,27,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,No Bonus Plan,26282.03,2,2,0.845,0.805,2.105407,No,0,0,1,2.08,2.08,0.42,No,No,Lower than average,Lower than average,Lower than average,-16.05,-44.87,-51.73,
6463,No,No,True,No,33674,Tier 1,Low-Cost,Bangalore,Engineering,4.42,33,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,35154.94,2,2,0.844,0.838,0.835044,Yes,1,0,2,0.835616,4.42,0.83,No,No,Lower than average,Lower than average,Higher than average,-25.79,-10.79,2.57,
6464,No,No,True,No,21760,Tier 1,High-Cost,Fort Lauderdale,Marketing,6.25,36,NON QC,No,Marketing,Male,Individual Contributor/Support,6,IC3,Unknown,Yes,No,No Bonus Plan,109882.5,3,3,1.007,1.007,1.336071,No,1,0,0,1.336986,6.25,2.67,No,Yes,Higher than average,Higher than average,Higher than average,2.65,8.6,45.04,
6465,No,No,True,No,15385,Tier 1,High-Cost,Raleigh,Marketing,8.58,34,NON QC,No,Marketing,Female,Individual Contributor/Support,5,IC3,Unknown,Yes,No,No Bonus Plan,93613.9,3,3,1.088,1.088,2.754277,No,0,0,0,5.254794,8.58,2.76,No,Yes,Lower than average,Higher than average,Higher than average,-3.65,168.04,99.11,
6466,Yes,Yes,True,Yes,38518,Tier 1,Low-Cost,Bangalore,Customer Experience,2.0,31,NON QC,No,Services,Female,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,16820.5,3,3,0.915,0.915,2.124572,No,0,0,1,2.0,2.0,1.68,No,No,Lower than average,Lower than average,Lower than average,-11.52,-26.67,-53.59,2021-01-04
6467,No,Yes,False,No,37481,Tier 1,High-Cost,Raleigh,Customer Experience,2.42,41,NON QC,No,Services,Male,Individual Contributor/Support,3,IC1,No,Yes,No,No Bonus Plan,45583.17,3,3,1.051,0.997,1.169062,No,0,0,1,2.42,2.42,1.17,Yes,Yes,Higher than average,Lower than average,Lower than average,2.1,-8.48,-43.84,
6468,No,Yes,False,No,37293,All Others,High-Cost,All Other EMEA,Sales & Services,2.33,42,QC,No,Sales,Male,Individual Contributor/Support,4,IC3,No,Yes,No,Comission Plan,124749.41,3,3,0.939,0.939,2.335386,Yes,0,0,0,2.33,2.33,2.33,No,No,Higher than average,Lower than average,Lower than average,0.74,-48.76,-45.93,
6469,Yes,Yes,True,Yes,32489,Tier 2,High-Cost,Alpharetta,Customer Experience,4.67,37,NON QC,No,Services,Male,Individual Contributor/Support,3,IC3,No,Yes,No,No Bonus Plan,82236.87,4,4,1.142,1.142,2.335386,No,0,0,2,4.67,4.67,1.44,No,No,Lower than average,Lower than average,Higher than average,-7.63,-1.02,8.37,2021-01-26
6470,No,No,True,No,39085,Tier 1,High-Cost,Raleigh,Sales & Services,1.75,27,QC,No,Sales,Male,Individual Contributor/Support,3,SU4,Yes,No,No,Comission Plan,90000.0,1,3,0.643,0.953,0.832306,Yes,2,1,1,0.83,1.38,1.72,No,Yes,Lower than average,Lower than average,Lower than average,-10.49,-27.46,-59.39,
6471,No,No,True,No,38439,Tier 2,Low-Cost,Costa Rica,Customer Experience,2.0,25,NON QC,No,Services,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,24860.16,3,3,1.082,1.082,2.047912,No,0,0,3,2.0,2.0,0.75,No,No,Lower than average,Higher than average,Lower than average,-3.95,22.35,-53.59,
6472,No,No,True,No,38667,Tier 1,Low-Cost,Bangalore,Engineering,2.0,27,NON QC,No,Engineering,Female,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,21728.84,3,3,0.945,0.945,2.047912,No,0,0,0,2.0,2.0,2.0,No,No,Higher than average,Lower than average,Lower than average,7.02,-8.0,-53.59,
6473,No,No,True,No,4309,All Others,High-Cost,Remote EMEA,Customer Experience,16.08,46,NON QC,No,Customer Success,Male,Individual Contributor/Support,5,IC4,No,Yes,Yes,VCIP Plan,127436.84,3,5,1.097,1.202,0.167008,Yes,0,0,2,8.002739,16.08,0.17,No,No,Higher than average,Higher than average,Higher than average,19.97,220.25,273.16,
6474,No,No,True,No,40199,Tier 2,Low-Cost,Nanjing,HR,1.08,26,NON QC,No,Human Resources,Female,Individual Contributor/Support,5,IC2,Unknown,No,No,No Bonus Plan,13377.7,1,1,0.704,0.704,1.160848,No,0,0,0,1.08,1.08,1.08,No,No,Lower than average,Higher than average,Lower than average,-0.64,23.43,-74.94,
6475,No,No,True,No,36551,Tier 2,Low-Cost,Nanjing,Engineering,2.08,28,NON QC,No,Engineering,Female,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,28313.28,1,1,0.755,0.755,1.702943,No,0,0,0,2.08,2.08,2.08,Yes,Yes,Lower than average,Lower than average,Lower than average,-1.8,-24.36,-51.73,
6476,No,No,True,No,31857,Tier 2,High-Cost,Cambridge,Engineering,4.83,54,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,94866.71,2,2,0.86,0.833,2.836413,Yes,0,0,1,2.838356,4.83,0.83,No,No,Higher than average,Lower than average,Higher than average,15.65,-10.03,12.09,
6477,No,No,True,No,23646,Tier 1,High-Cost,Fort Lauderdale,Engineering,5.42,37,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC4,Unknown,Yes,No,VCIP Plan,168962.94,2,2,0.894,0.856,2.335386,Yes,0,0,0,2.336986,5.42,2.8,No,Yes,Higher than average,Lower than average,Higher than average,6.9,-40.75,25.78,
6478,No,No,True,No,3516,All Others,High-Cost,Remote AMS,Marketing,1.67,53,NON QC,No,Marketing,Female,Individual Contributor/Support,6,IC4,Unknown,No,Yes,VCIP Plan,184767.0,3,3,0.973,0.973,1.68104,Yes,0,0,0,1.67,1.67,1.67,No,No,Higher than average,Lower than average,Lower than average,17.9,-61.61,-61.25,
6479,No,No,True,No,41167,All Others,High-Cost,All Other EMEA,Operations,0.5,29,NON QC,No,Information Technology,Male,Individual Contributor/Support,4,IC2,Unknown,No,No,No Bonus Plan,29061.6,3,3,0.991,0.991,0.553045,No,0,0,0,0.5,0.5,0.5,No,No,Lower than average,Lower than average,Lower than average,-55.05,-79.06,-88.4,
6480,No,No,True,No,41857,Tier 1,Low-Cost,Bangalore,Engineering,0.17,34,NON QC,No,Engineering,Male,Individual Contributor/Support,5,IC5,Unknown,No,No,VCIP Plan,77797.5,2,3,0.885,0.931,0.199863,Yes,0,0,0,0.17,0.17,0.17,No,No,Higher than average,Lower than average,Lower than average,3.11,-97.47,-96.05,
6481,No,No,True,No,41798,Tier 1,High-Cost,Fort Lauderdale,Engineering,0.17,50,NON QC,No,Information Technology,Male,Individual Contributor/Support,5,IC3,Unknown,No,No,No Bonus Plan,120000.0,3,3,0.96,0.96,0.227241,No,0,0,0,0.17,0.17,0.17,No,No,Lower than average,Lower than average,Lower than average,-6.35,-96.75,-96.05,
6482,Yes,No,False,Yes,22541,Tier 1,High-Cost,Raleigh,Engineering,5.83,48,NON QC,Yes,Engineering,Male,Director,7,M6,Unknown,Yes,No,VCIP Plan,341604.9,3,3,1.012,0.957,3.832991,Yes,0,0,1,3.75,5.83,0.24,No,No,Higher than average,Lower than average,Higher than average,24.14,-28.84,35.29,2020-12-31
6483,No,No,True,No,15423,Tier 2,High-Cost,Cambridge,Engineering,8.5,41,NON QC,No,Engineering,Male,Individual Contributor/Support,4,IC3,Unknown,Yes,No,VCIP Plan,68278.14,3,2,0.926,0.895,3.082819,Yes,0,1,1,5.838356,0.72,1.78,No,No,Lower than average,Higher than average,Higher than average,-16.76,58.34,97.25,
6484,No,No,True,No,23357,Tier 1,Low-Cost,Bangalore,Engineering,5.5,29,NON QC,No,Engineering,Female,Individual Contributor/Support,3,IC3,Unknown,Yes,No,No Bonus Plan,27169.67,2,2,0.873,0.832,2.335386,No,0,0,1,2.336986,5.5,1.15,No,No,Lower than average,Higher than average,Higher than average,-13.22,45.78,27.63,
6485,No,No,True,No,38188,Tier 1,High-Cost,Raleigh,Customer Experience,2.0,28,NON QC,No,Customer Success,Male,Individual Contributor/Support,4,IC2,No,No,No,No Bonus Plan,82000.0,3,3,1.004,1.004,0.544832,No,1,1,3,1.0,1.46,0.5,No,No,Higher than average,Lower than average,Lower than average,21.73,-38.47,-53.59,
6486,No,No,True,No,14014,Tier 2,High-Cost,Tokyo,Sales & Services,9.17,43,NON QC,No,Business Operations,Male,Individual Contributor/Support,4,IC4,No,Yes,No,No Bonus Plan,108055.67,3,3,1.052,0.974,2.335386,No,0,0,0,2.336986,9.17,9.17,No,Yes,Lower than average,Higher than average,Higher than average,-24.83,122.87,112.8,
